epoch,learning_rate,loss,mae,mape,val_loss,val_mae,val_mape
0,0.0010000000474974513,0.13045702874660492,0.1349078267812729,136452.984375,0.1924603134393692,0.4410130977630615,40.0641975402832
1,0.0010000000474974513,0.08617667108774185,0.0905718207359314,146973.4375,0.18528060615062714,0.48415911197662354,43.990474700927734
2,0.0010000000474974513,0.061751335859298706,0.08005832135677338,146289.578125,0.1547354906797409,0.4580056071281433,41.572242736816406
3,0.0010000000474974513,0.045231111347675323,0.07197664678096771,104661.921875,0.14841681718826294,0.4678746461868286,42.431434631347656
4,0.0010000000474974513,0.03480646014213562,0.07213042676448822,161976.703125,0.11039561778306961,0.3992884159088135,36.111515045166016
5,0.0010000000474974513,0.02722371742129326,0.06936711817979813,87768.140625,0.1056513711810112,0.40635737776756287,36.831504821777344
6,0.0010000000474974513,0.021766377612948418,0.06500143557786942,147871.0,0.10363743454217911,0.4122290313243866,37.37823486328125
7,0.0010000000474974513,0.018275372684001923,0.06515386700630188,150490.75,0.1045757606625557,0.41705530881881714,37.732913970947266
8,0.0010000000474974513,0.015030492097139359,0.060515955090522766,154358.640625,0.12020137906074524,0.4575519263744354,41.426246643066406
9,0.0010000000474974513,0.012951343320310116,0.062180064618587494,97922.4296875,0.09002085775136948,0.3949218690395355,35.76156997680664
10,0.0010000000474974513,0.010922795161604881,0.0571516752243042,130279.703125,0.09345947951078415,0.4037784934043884,36.51416778564453
11,0.0010000000474974513,0.009970094077289104,0.05934108421206474,100839.046875,0.11303998529911041,0.4520716667175293,40.93128967285156
12,0.0010000000474974513,0.0087507339194417,0.058181535452604294,119503.859375,0.09991834312677383,0.4241998493671417,38.36531448364258
13,0.0010000000474974513,0.0075421943329274654,0.05616892874240875,134326.703125,0.11505602300167084,0.45820674300193787,41.436607360839844
14,0.0010000000474974513,0.0070751081220805645,0.05802707374095917,242734.3125,0.10743031650781631,0.4439612627029419,40.167396545410156
15,0.0010000000474974513,0.0063409870490431786,0.055938102304935455,165508.0625,0.11777573823928833,0.4675881564617157,42.32053756713867
16,0.0010000000474974513,0.0056458464823663235,0.05395377427339554,209286.75,0.11734429001808167,0.47054314613342285,42.66047668457031
17,0.0010000000474974513,0.005006945692002773,0.05054623633623123,129409.8046875,0.09387609362602234,0.413372665643692,37.32305145263672
18,0.0010000000474974513,0.004736472852528095,0.05103002116084099,115235.0859375,0.08079682290554047,0.38146787881851196,34.40815353393555
19,0.0010000000474974513,0.00438733259215951,0.05221250653266907,246888.171875,0.1005660891532898,0.428946316242218,38.73239517211914
20,0.0010000000474974513,0.004177592694759369,0.052379075437784195,204901.265625,0.11278371512889862,0.4601433277130127,41.62901306152344
21,0.0010000000474974513,0.0036939403507858515,0.04996645823121071,110527.96875,0.12402047216892242,0.4881266951560974,44.29666519165039
22,0.0010000000474974513,0.0035401317290961742,0.049256276339292526,120296.21875,0.091960608959198,0.4126356542110443,37.275367736816406
23,0.0010000000474974513,0.0033364894334226847,0.0488397553563118,160927.359375,0.09481599926948547,0.41939106583595276,37.881248474121094
24,0.0010000000474974513,0.0032259062863886356,0.048730310052633286,135490.609375,0.07759646326303482,0.38012805581092834,34.36063766479492
25,0.0010000000474974513,0.003214756026864052,0.05003824457526207,274376.0,0.10581160336732864,0.44247186183929443,39.947166442871094
26,0.0010000000474974513,0.002974101109430194,0.04827487841248512,177121.3125,0.09193728864192963,0.4125630855560303,37.24004364013672
27,0.0010000000474974513,0.0028866673819720745,0.048742011189460754,201341.59375,0.0952664241194725,0.4209270179271698,38.00664520263672
28,0.0010000000474974513,0.002778428141027689,0.04908115044236183,227563.265625,0.09070823341608047,0.4089159667491913,36.88569259643555
29,0.0010000000474974513,0.0024573844857513905,0.04607512429356575,142647.484375,0.10133834183216095,0.4305799603462219,38.814842224121094
30,0.0010000000474974513,0.0025087976828217506,0.04662560299038887,316097.25,0.09192066639661789,0.4085370898246765,36.7939453125
31,0.0010000000474974513,0.002430531894788146,0.04570363089442253,109995.359375,0.09579958766698837,0.4200100898742676,37.87117385864258
32,0.0010000000474974513,0.002358259167522192,0.04554713889956474,220077.140625,0.09660223126411438,0.4187479019165039,37.702415466308594
33,0.0010000000474974513,0.002224045805633068,0.044717393815517426,286688.3125,0.10626611858606339,0.4437906742095947,40.04386520385742
34,0.0010000000474974513,0.002299831248819828,0.04570632800459862,202438.0625,0.09365066140890121,0.41292205452919006,37.189353942871094
35,0.0005000000237487257,0.0020503387786448,0.04377115145325661,257518.1875,0.09635810554027557,0.4239983856678009,38.281070709228516
36,0.0005000000237487257,0.00207710568793118,0.04367531090974808,100412.265625,0.09456522017717361,0.4167395830154419,37.56361389160156
37,0.0005000000237487257,0.0020769494585692883,0.04322316497564316,162444.234375,0.08715671300888062,0.39968588948249817,36.015228271484375
38,0.0005000000237487257,0.002067687688395381,0.04331367090344429,107425.4453125,0.09899705648422241,0.4281069040298462,38.62095642089844
39,0.0005000000237487257,0.001905919169075787,0.04191863536834717,256045.703125,0.09406232088804245,0.4196721911430359,37.91333770751953
40,0.0005000000237487257,0.001987575087696314,0.04217832162976265,253777.25,0.09383562952280045,0.4133082330226898,37.23302459716797
41,0.0005000000237487257,0.002097503049299121,0.044413451105356216,313442.96875,0.09032603353261948,0.40642231702804565,36.622222900390625
42,0.0005000000237487257,0.0019293875666335225,0.043382950127124786,220250.015625,0.09144462645053864,0.4088980257511139,36.844051361083984
43,0.0005000000237487257,0.002008432988077402,0.043691057711839676,298726.0625,0.09665719419717789,0.42197513580322266,38.04375457763672
44,0.0005000000237487257,0.001912461593747139,0.04245222732424736,160738.4375,0.09154441952705383,0.4092661142349243,36.8725471496582
